Time,u100,v100
2021-02-22 17:00:00,5.75562,-7.30067
2021-02-22 18:00:00,5.67161,-6.40033
2021-02-22 19:00:00,6.09377,-4.76051
2021-02-22 20:00:00,7.62068,-3.69442
2021-02-22 21:00:00,9.98981,-3.89253
2021-02-22 22:00:00,10.00346,-2.79506
2021-02-22 23:00:00,10.16308,-4.15636
2021-02-23 00:00:00,10.24959,-5.28925
2021-02-23 01:00:00,10.68082,-6.02087
2021-02-23 02:00:00,11.30023,-6.40676
2021-02-23 03:00:00,11.81749,-5.99443
2021-02-23 04:00:00,12.22183,-5.40874
2021-02-23 05:00:00,12.20247,-4.92785
2021-02-23 06:00:00,12.17559,-4.66537
2021-02-23 07:00:00,11.57983,-4.22072
2021-02-23 08:00:00,11.75727,-4.39702
2021-02-23 09:00:00,10.98837,-4.37547
2021-02-23 10:00:00,9.22906,-3.64679
2021-02-23 11:00:00,9.17314,-4.29614
2021-02-23 12:00:00,9.34413,-4.97389
2021-02-23 13:00:00,9.59791,-5.35683
2021-02-23 14:00:00,10.07431,-5.30884
2021-02-23 15:00:00,10.56898,-5.24224
2021-02-23 16:00:00,10.43025,-5.16193
2021-02-23 17:00:00,10.77868,-5.39993
2021-02-23 18:00:00,11.17226,-5.60462
2021-02-23 19:00:00,11.21528,-5.79071
2021-02-23 20:00:00,11.1357,-6.17953
2021-02-23 21:00:00,10.555,-6.02479
2021-02-23 22:00:00,7.78053,-5.37446
2021-02-23 23:00:00,8.22896,-5.32157
2021-02-24 00:00:00,7.93472,-5.24463
2021-02-24 01:00:00,8.68886,-5.27964
2021-02-24 02:00:00,10.04564,-5.30477
2021-02-24 03:00:00,10.79421,-5.31465
2021-02-24 04:00:00,10.41881,-4.77782
2021-02-24 05:00:00,10.17263,-4.61982
2021-02-24 06:00:00,9.96432,-4.94928
2021-02-24 07:00:00,9.29039,-4.88555
2021-02-24 08:00:00,8.98628,-4.84066
2021-02-24 09:00:00,9.00967,-4.91697
2021-02-24 10:00:00,8.3725,-5.37121
2021-02-24 11:00:00,8.33351,-5.52651
2021-02-24 12:00:00,8.04611,-5.8838
2021-02-24 13:00:00,7.45349,-4.60905
2021-02-24 14:00:00,7.78434,-4.01387
2021-02-24 15:00:00,7.46018,-3.1018
2021-02-24 16:00:00,7.61167,-2.7876
2021-02-24 17:00:00,8.26779,-2.7481
2021-02-24 18:00:00,8.49503,-2.72297
2021-02-24 19:00:00,8.09847,-2.88276
2021-02-24 20:00:00,7.65623,-3.15476
2021-02-24 21:00:00,6.84862,-3.51026
2021-02-24 22:00:00,4.76889,-1.66636
2021-02-24 23:00:00,4.63856,-1.8872
2021-02-25 00:00:00,5.51618,-2.0937
2021-02-25 01:00:00,6.50246,-1.48556
2021-02-25 02:00:00,6.82438,-0.77714
2021-02-25 03:00:00,6.85517,-0.17086
2021-02-25 04:00:00,6.79919,0.50413
2021-02-25 05:00:00,5.83716,1.61643
2021-02-25 06:00:00,5.17,2.55324
2021-02-25 07:00:00,4.53923,3.09918
2021-02-25 08:00:00,3.7265,3.76024
2021-02-25 09:00:00,3.07986,4.50115
2021-02-25 10:00:00,1.53932,3.24309
2021-02-25 11:00:00,1.30511,5.15943
2021-02-25 12:00:00,0.76858,5.85484
2021-02-25 13:00:00,-0.39872,6.59483
2021-02-25 14:00:00,0.7098,6.91979
2021-02-25 15:00:00,3.02854,7.11476
2021-02-25 16:00:00,5.7084,4.76019
2021-02-25 17:00:00,5.9622,-1.75203
2021-02-25 18:00:00,5.75132,-5.8521
2021-02-25 19:00:00,4.97498,-5.66734
2021-02-25 20:00:00,4.74171,-4.02489
2021-02-25 21:00:00,4.99644,-2.85689
2021-02-25 22:00:00,5.13641,-4.30065
2021-02-25 23:00:00,5.31649,-4.43899
2021-02-26 00:00:00,5.9302,-3.92024
2021-02-26 01:00:00,6.67261,-3.3153
2021-02-26 02:00:00,7.3481,-2.12639
2021-02-26 03:00:00,8.08611,-1.9731
2021-02-26 04:00:00,8.22526,-1.85174
2021-02-26 05:00:00,8.49651,-1.90558
2021-02-26 06:00:00,8.5291,-2.01689
2021-02-26 07:00:00,8.16361,-2.45122
2021-02-26 08:00:00,8.0227,-3.29249
2021-02-26 09:00:00,7.72503,-4.36917
2021-02-26 10:00:00,6.92625,-4.0635
2021-02-26 11:00:00,6.89719,-5.83454
2021-02-26 12:00:00,6.09929,-7.49975
2021-02-26 13:00:00,4.24016,-8.52716
2021-02-26 14:00:00,3.49951,-9.06732
2021-02-26 15:00:00,2.77206,-8.44595
2021-02-26 16:00:00,2.05783,-7.18039
2021-02-26 17:00:00,1.51533,-6.66578
2021-02-26 18:00:00,1.04328,-6.29715
2021-02-26 19:00:00,0.62408,-6.03254
2021-02-26 20:00:00,0.12385,-5.78345
2021-02-26 21:00:00,-0.57365,-5.27978
2021-02-26 22:00:00,-0.3482,-4.91024
2021-02-26 23:00:00,-0.32882,-3.66202
2021-02-27 00:00:00,0.05404,-4.01137
2021-02-27 01:00:00,0.07425,-4.83204
2021-02-27 02:00:00,0.16416,-4.87792
2021-02-27 03:00:00,0.72687,-4.758
2021-02-27 04:00:00,1.18149,-5.22204
2021-02-27 05:00:00,1.43103,-5.07188
2021-02-27 06:00:00,1.72804,-5.19702
2021-02-27 07:00:00,1.78361,-4.6579
2021-02-27 08:00:00,1.54619,-3.79864
2021-02-27 09:00:00,1.47649,-3.3711
2021-02-27 10:00:00,1.5563,-2.57859
2021-02-27 11:00:00,1.822,-1.64842
2021-02-27 12:00:00,1.67854,-0.85486
2021-02-27 13:00:00,1.49568,-0.36475
2021-02-27 14:00:00,1.25019,0.12118
2021-02-27 15:00:00,0.92185,0.80629
2021-02-27 16:00:00,1.00975,1.47367
2021-02-27 17:00:00,1.53508,1.61862
2021-02-27 18:00:00,2.06042,1.59047
2021-02-27 19:00:00,1.89675,1.9909
2021-02-27 20:00:00,1.43608,2.5102
2021-02-27 21:00:00,0.46118,2.86475
2021-02-27 22:00:00,-0.93096,1.88245
2021-02-27 23:00:00,-0.93298,2.97528
2021-02-28 00:00:00,-0.01444,3.4569
2021-02-28 01:00:00,1.02798,3.97254
2021-02-28 02:00:00,1.83064,4.42843
2021-02-28 03:00:00,1.85119,4.51696
2021-02-28 04:00:00,1.83863,4.58999
2021-02-28 05:00:00,1.66737,4.78695
2021-02-28 06:00:00,1.9334,4.77699
2021-02-28 07:00:00,2.1001,4.52028
2021-02-28 08:00:00,1.74958,4.51253
2021-02-28 09:00:00,0.59982,5.35017
2021-02-28 10:00:00,-0.63784,6.43125
2021-02-28 11:00:00,-0.81025,8.00916
2021-02-28 12:00:00,0.73569,7.79117
2021-02-28 13:00:00,2.59676,7.02546
2021-02-28 14:00:00,1.26319,8.29796
2021-02-28 15:00:00,0.92522,8.44292
2021-02-28 16:00:00,1.11704,7.94941
2021-02-28 17:00:00,1.80895,7.54884
2021-02-28 18:00:00,2.91645,7.21025
2021-02-28 19:00:00,2.77031,7.06087
2021-02-28 20:00:00,2.53282,6.78755
2021-02-28 21:00:00,2.90389,6.42129
2021-02-28 22:00:00,1.92312,6.60276
2021-02-28 23:00:00,1.59658,7.64511
2021-03-01 00:00:00,2.41649,8.4097
2021-03-01 01:00:00,2.63284,8.66166
2021-03-01 02:00:00,3.32217,8.59144
2021-03-01 03:00:00,4.51095,8.01626
2021-03-01 04:00:00,4.725,7.33367
2021-03-01 05:00:00,3.85384,7.06208
2021-03-01 06:00:00,3.24622,5.40571
2021-03-01 07:00:00,1.87101,4.34311
2021-03-01 08:00:00,0.45552,3.67808
2021-03-01 09:00:00,-1.792,4.21609
2021-03-01 10:00:00,-4.379,3.37138
2021-03-01 11:00:00,-5.42278,3.85467
2021-03-01 12:00:00,-5.18917,4.79954
2021-03-01 13:00:00,-5.15004,6.16058
2021-03-01 14:00:00,-5.03841,7.04246
2021-03-01 15:00:00,-5.6679,7.344
2021-03-01 16:00:00,-5.90727,6.87724
2021-03-01 17:00:00,-5.78758,6.4869
2021-03-01 18:00:00,-5.53095,6.7306
2021-03-01 19:00:00,-5.63683,6.89893
2021-03-01 20:00:00,-4.40662,6.95469
2021-03-01 21:00:00,-3.41808,7.66412
2021-03-01 22:00:00,-4.05793,8.04724
2021-03-01 23:00:00,-3.1649,7.71059
2021-03-02 00:00:00,-2.98716,8.38276
2021-03-02 01:00:00,-3.002,8.79156
2021-03-02 02:00:00,0.10826,11.02967
2021-03-02 03:00:00,6.56035,4.52616
2021-03-02 04:00:00,6.34066,-6.90965
2021-03-02 05:00:00,4.49113,-8.2868
2021-03-02 06:00:00,4.80978,-7.3953
2021-03-02 07:00:00,5.929,-7.74303
2021-03-02 08:00:00,6.40202,-8.61384
2021-03-02 09:00:00,6.15858,-9.5477
2021-03-02 10:00:00,5.9854,-9.22065
2021-03-02 11:00:00,6.38816,-8.7291
2021-03-02 12:00:00,5.59155,-9.1251
2021-03-02 13:00:00,4.9404,-8.7882
2021-03-02 14:00:00,5.03837,-9.06994
2021-03-02 15:00:00,4.89389,-9.40191
2021-03-02 16:00:00,4.52576,-9.26498
2021-03-02 17:00:00,4.10519,-8.88179
2021-03-02 18:00:00,4.02602,-8.71235
2021-03-02 19:00:00,3.79248,-8.48775
2021-03-02 20:00:00,3.27493,-7.67408
2021-03-02 21:00:00,3.21654,-6.88306
2021-03-02 22:00:00,2.56738,-5.70293
2021-03-02 23:00:00,2.33384,-4.81832
2021-03-03 00:00:00,3.56078,-6.24093
2021-03-03 01:00:00,4.12987,-5.94088
2021-03-03 02:00:00,4.02522,-5.12865
2021-03-03 03:00:00,3.83785,-4.54862
2021-03-03 04:00:00,3.4661,-4.06606
2021-03-03 05:00:00,3.12226,-3.51948
2021-03-03 06:00:00,2.9917,-2.83911
2021-03-03 07:00:00,2.72758,-2.05842
2021-03-03 08:00:00,2.59005,-1.18694
2021-03-03 09:00:00,1.99405,-0.60405
2021-03-03 10:00:00,0.30572,-0.08422
2021-03-03 11:00:00,-0.41187,1.09686
2021-03-03 12:00:00,-0.59724,2.3152
2021-03-03 13:00:00,-0.79259,2.86083
2021-03-03 14:00:00,-1.24905,2.95066
2021-03-03 15:00:00,-1.58692,3.02615
2021-03-03 16:00:00,-2.21182,2.84745
2021-03-03 17:00:00,-2.74702,2.69743
2021-03-03 18:00:00,-2.97924,2.8723
2021-03-03 19:00:00,-3.15864,3.3023
2021-03-03 20:00:00,-3.66294,3.524
2021-03-03 21:00:00,-3.6749,3.77818
2021-03-03 22:00:00,-4.01576,2.70794
2021-03-03 23:00:00,-3.75264,3.07392
2021-03-04 00:00:00,-2.99393,3.20307
2021-03-04 01:00:00,-2.00666,4.10138
2021-03-04 02:00:00,-1.10776,5.19459
2021-03-04 03:00:00,-0.20779,6.12475
2021-03-04 04:00:00,0.72237,6.47114
2021-03-04 05:00:00,1.32702,6.62938
2021-03-04 06:00:00,1.59324,6.64868
2021-03-04 07:00:00,1.11361,6.50781
2021-03-04 08:00:00,0.72775,6.86482
2021-03-04 09:00:00,0.52297,7.3791
2021-03-04 10:00:00,0.33435,6.24246
2021-03-04 11:00:00,0.16837,7.0877
2021-03-04 12:00:00,-0.52143,7.18323
2021-03-04 13:00:00,-0.88465,7.60488
2021-03-04 14:00:00,-0.76071,7.73804
2021-03-04 15:00:00,-0.83939,7.37524
2021-03-04 16:00:00,-0.70681,6.81271
2021-03-04 17:00:00,-0.2703,6.40746
2021-03-04 18:00:00,-0.52574,6.52421
2021-03-04 19:00:00,-1.00214,6.67859
2021-03-04 20:00:00,-1.04525,6.96323
2021-03-04 21:00:00,-0.84154,7.05683
2021-03-04 22:00:00,-1.47206,6.8378
2021-03-04 23:00:00,-1.51517,7.36945
2021-03-05 00:00:00,-1.20147,7.19751
2021-03-05 01:00:00,0.1859,6.55995
2021-03-05 02:00:00,2.11879,6.85238
2021-03-05 03:00:00,2.88271,6.85341
2021-03-05 04:00:00,3.20981,6.60438
2021-03-05 05:00:00,3.13496,6.11045
2021-03-05 06:00:00,2.10853,5.0482
2021-03-05 07:00:00,2.32387,4.7847
2021-03-05 08:00:00,2.85605,5.16186
2021-03-05 09:00:00,3.2334,5.13086
2021-03-05 10:00:00,2.63456,4.34347
2021-03-05 11:00:00,2.39462,4.44887
2021-03-05 12:00:00,1.59891,3.88985
2021-03-05 13:00:00,1.21951,3.52405
2021-03-05 14:00:00,1.96395,3.96941
2021-03-05 15:00:00,3.03037,4.57287
2021-03-05 16:00:00,3.40464,4.8529
2021-03-05 17:00:00,4.27316,5.1722
2021-03-05 18:00:00,6.07377,1.49151
2021-03-05 19:00:00,4.99709,-6.43097
2021-03-05 20:00:00,2.12904,-9.68903
2021-03-05 21:00:00,1.60096,-9.0959
2021-03-05 22:00:00,2.53407,-7.82802
2021-03-05 23:00:00,3.4313,-7.40332
2021-03-06 00:00:00,3.3227,-7.25323
2021-03-06 01:00:00,3.87609,-7.90146
2021-03-06 02:00:00,4.3302,-8.33396
2021-03-06 03:00:00,4.48831,-8.37525
2021-03-06 04:00:00,4.24471,-7.95617
2021-03-06 05:00:00,4.12061,-7.70431
2021-03-06 06:00:00,4.01949,-7.79927
2021-03-06 07:00:00,3.69407,-7.87256
2021-03-06 08:00:00,3.70235,-7.7456
2021-03-06 09:00:00,3.84299,-7.59799
2021-03-06 10:00:00,3.98456,-6.05378
2021-03-06 11:00:00,4.1776,-6.03727
2021-03-06 12:00:00,3.81541,-5.81328
2021-03-06 13:00:00,3.74187,-5.81637
2021-03-06 14:00:00,3.79243,-5.36942
2021-03-06 15:00:00,4.12153,-4.99266
2021-03-06 16:00:00,4.06913,-4.8275
2021-03-06 17:00:00,3.73912,-4.43216
2021-03-06 18:00:00,3.58836,-3.92844
2021-03-06 19:00:00,3.62605,-3.74677
2021-03-06 20:00:00,3.23904,-3.53619
2021-03-06 21:00:00,2.82538,-3.19866
2021-03-06 22:00:00,2.48434,-1.83819
2021-03-06 23:00:00,2.76655,-2.13443
2021-03-07 00:00:00,3.33905,-2.10569
2021-03-07 01:00:00,3.89182,-1.78103
2021-03-07 02:00:00,3.95914,-1.40824
2021-03-07 03:00:00,4.0672,-1.06433
2021-03-07 04:00:00,4.08882,-0.83681
2021-03-07 05:00:00,4.09796,-0.63729
2021-03-07 06:00:00,3.69731,-0.72392
2021-03-07 07:00:00,3.38477,-0.24437
2021-03-07 08:00:00,3.32325,0.35069
2021-03-07 09:00:00,3.22351,0.71122
2021-03-07 10:00:00,2.85029,0.7051
2021-03-07 11:00:00,2.44132,0.80311
2021-03-07 12:00:00,2.38812,1.04813
2021-03-07 13:00:00,3.01902,1.42355
2021-03-07 14:00:00,3.4521,1.37717
2021-03-07 15:00:00,3.81035,0.89324
2021-03-07 16:00:00,4.28665,0.27193
2021-03-07 17:00:00,4.58007,-0.41939
2021-03-07 18:00:00,4.64823,-0.81493
2021-03-07 19:00:00,4.73468,-0.79743
2021-03-07 20:00:00,4.74881,-0.80968
2021-03-07 21:00:00,4.92005,-0.9497
2021-03-07 22:00:00,2.86525,-0.42989
2021-03-07 23:00:00,3.82282,-0.39839
2021-03-08 00:00:00,4.76505,-0.95894
2021-03-08 01:00:00,5.18526,-1.50013
2021-03-08 02:00:00,5.34739,-1.5485
2021-03-08 03:00:00,5.65096,-1.27999
2021-03-08 04:00:00,5.67578,-1.55434
2021-03-08 05:00:00,5.43176,-1.68192
2021-03-08 06:00:00,5.1927,-1.79283
2021-03-08 07:00:00,4.84115,-1.61771
2021-03-08 08:00:00,4.36965,-1.3467
2021-03-08 09:00:00,3.98418,-1.13989
2021-03-08 10:00:00,3.35883,-1.28749
2021-03-08 11:00:00,2.87162,-0.80133
2021-03-08 12:00:00,2.72686,-0.53365
2021-03-08 13:00:00,2.38937,-0.11837
2021-03-08 14:00:00,2.013,0.32777
2021-03-08 15:00:00,1.75574,0.74722
2021-03-08 16:00:00,1.47781,1.09412
2021-03-08 17:00:00,1.37027,1.27674
2021-03-08 18:00:00,1.38102,1.43935
2021-03-08 19:00:00,1.06669,1.79293
2021-03-08 20:00:00,0.61174,2.30244
2021-03-08 21:00:00,0.01947,2.7836
2021-03-08 22:00:00,-1.82929,2.47923
2021-03-08 23:00:00,-2.12377,2.61348
2021-03-09 00:00:00,-0.55075,2.98764
2021-03-09 01:00:00,1.07669,3.25147
2021-03-09 02:00:00,1.95998,3.29962
2021-03-09 03:00:00,2.56911,3.50025
2021-03-09 04:00:00,2.98138,3.55543
2021-03-09 05:00:00,3.07826,3.30765
2021-03-09 06:00:00,2.98653,2.99165
2021-03-09 07:00:00,3.17824,2.83616
2021-03-09 08:00:00,3.09372,2.52117
2021-03-09 09:00:00,2.5959,2.60944
2021-03-09 10:00:00,-0.04881,2.31953
2021-03-09 11:00:00,-0.32812,3.66076
2021-03-09 12:00:00,1.00248,3.70791
2021-03-09 13:00:00,2.82059,3.74603
2021-03-09 14:00:00,3.53382,4.57765
2021-03-09 15:00:00,4.60263,5.21968
2021-03-09 16:00:00,6.30943,5.07723
2021-03-09 17:00:00,7.2659,5.05014
2021-03-09 18:00:00,8.01726,6.05532
2021-03-09 19:00:00,11.02374,2.8502
2021-03-09 20:00:00,11.2577,-3.0765
2021-03-09 21:00:00,11.2608,-4.26525
2021-03-09 22:00:00,10.22909,-4.91028
2021-03-09 23:00:00,10.71248,-4.93938
2021-03-10 00:00:00,10.79815,-5.01785
2021-03-10 01:00:00,10.82211,-4.87379
2021-03-10 02:00:00,10.48969,-5.12018
2021-03-10 03:00:00,9.60324,-5.15595
2021-03-10 04:00:00,8.80962,-5.34074
2021-03-10 05:00:00,8.40832,-5.45301
2021-03-10 06:00:00,7.78541,-5.38148
2021-03-10 07:00:00,7.06566,-5.02083
2021-03-10 08:00:00,6.29401,-4.20714
2021-03-10 09:00:00,6.14527,-3.77596
2021-03-10 10:00:00,6.17322,-2.78741
2021-03-10 11:00:00,5.99054,-2.56288
2021-03-10 12:00:00,5.61619,-2.4993
2021-03-10 13:00:00,4.99128,-2.20422
2021-03-10 14:00:00,4.71776,-1.56142
2021-03-10 15:00:00,4.73174,-1.03188
2021-03-10 16:00:00,4.83655,-0.61361
2021-03-10 17:00:00,4.66984,-0.17149
2021-03-10 18:00:00,4.65687,0.24976
2021-03-10 19:00:00,4.87349,0.51999
2021-03-10 20:00:00,4.91741,0.77234
2021-03-10 21:00:00,4.69181,1.15584
2021-03-10 22:00:00,4.37835,0.99489
2021-03-10 23:00:00,4.36438,2.15134
2021-03-11 00:00:00,5.15379,2.71627
2021-03-11 01:00:00,5.61,3.11277
2021-03-11 02:00:00,5.76374,3.66138
2021-03-11 03:00:00,6.08818,3.85507
2021-03-11 04:00:00,6.33277,3.94532
2021-03-11 05:00:00,6.24591,3.89361
2021-03-11 06:00:00,5.82164,3.71919
2021-03-11 07:00:00,5.14181,3.39671
2021-03-11 08:00:00,4.69457,3.27097
2021-03-11 09:00:00,4.12455,3.42916
2021-03-11 10:00:00,2.93958,3.18984
2021-03-11 11:00:00,2.49035,3.76685
2021-03-11 12:00:00,2.08105,4.58114
2021-03-11 13:00:00,1.49306,5.36908
2021-03-11 14:00:00,1.21154,5.44513
2021-03-11 15:00:00,1.02786,5.08007
2021-03-11 16:00:00,1.01388,4.84277
2021-03-11 17:00:00,0.98294,4.6065
2021-03-11 18:00:00,1.1786,4.50002
2021-03-11 19:00:00,1.28342,4.44627
2021-03-11 20:00:00,1.05681,4.63996
2021-03-11 21:00:00,1.09175,4.78497
2021-03-11 22:00:00,0.16534,3.95749
2021-03-11 23:00:00,-0.5105,4.62272
2021-03-12 00:00:00,0.1739,4.50784
2021-03-12 01:00:00,1.71431,4.43447
2021-03-12 02:00:00,3.29368,4.08844
2021-03-12 03:00:00,4.12083,2.96213
2021-03-12 04:00:00,3.68428,1.37676
2021-03-12 05:00:00,2.82616,0.48542
2021-03-12 06:00:00,2.16784,-0.21654
2021-03-12 07:00:00,1.65437,-1.01468
2021-03-12 08:00:00,1.12392,-1.48762
2021-03-12 09:00:00,0.34272,-2.00021
2021-03-12 10:00:00,-0.6073,-2.90146
2021-03-12 11:00:00,-1.85102,-2.52668
2021-03-12 12:00:00,-2.67717,-2.0825
2021-03-12 13:00:00,-2.95188,-1.61453
2021-03-12 14:00:00,-3.49532,-1.87826
2021-03-12 15:00:00,-4.31448,-2.10233
2021-03-12 16:00:00,-4.92585,-1.74441
2021-03-12 17:00:00,-5.3594,-1.7226
2021-03-12 18:00:00,-5.69306,-1.44498
2021-03-12 19:00:00,-5.79396,-0.84217
2021-03-12 20:00:00,-6.08266,-1.22686
2021-03-12 21:00:00,-6.09265,-1.71764
2021-03-12 22:00:00,-5.80295,-1.86339
2021-03-12 23:00:00,-5.60215,-1.14853
2021-03-13 00:00:00,-5.58311,-1.06795
2021-03-13 01:00:00,-5.32041,-0.96666
2021-03-13 02:00:00,-4.80778,-1.53324
2021-03-13 03:00:00,-4.82905,-1.14698
2021-03-13 04:00:00,-5.28106,-1.68685
2021-03-13 05:00:00,-5.61608,-3.20962
2021-03-13 06:00:00,-6.82746,-3.95097
2021-03-13 07:00:00,-7.73679,-4.96615
2021-03-13 08:00:00,-8.31217,-4.97616
2021-03-13 09:00:00,-9.65011,-4.93609
2021-03-13 10:00:00,-8.75992,-3.29199
2021-03-13 11:00:00,-7.65596,-3.37325
2021-03-13 12:00:00,-7.12738,-4.3183
2021-03-13 13:00:00,-7.37944,-4.60772
2021-03-13 14:00:00,-8.12286,-3.99883
2021-03-13 15:00:00,-7.47835,-4.01887
2021-03-13 16:00:00,-5.46718,-4.7079
2021-03-13 17:00:00,-4.26431,-5.33793
2021-03-13 18:00:00,-3.6549,-5.25333
2021-03-13 19:00:00,-3.07314,-5.22884
2021-03-13 20:00:00,-2.6307,-5.73866
2021-03-13 21:00:00,-2.42969,-6.28855
2021-03-13 22:00:00,-2.28717,-8.35007
2021-03-13 23:00:00,-2.71791,-7.68664
2021-03-14 00:00:00,-1.733,-6.63653
2021-03-14 01:00:00,0.13071,-6.64987
2021-03-14 02:00:00,1.86593,-6.50309
2021-03-14 03:00:00,3.36009,-6.67964
2021-03-14 04:00:00,4.4299,-7.00091
2021-03-14 05:00:00,5.21484,-7.40019
2021-03-14 06:00:00,5.74576,-7.49257
2021-03-14 07:00:00,5.57642,-7.05429
2021-03-14 08:00:00,5.07837,-6.40969
2021-03-14 09:00:00,4.7387,-5.58033
2021-03-14 10:00:00,4.84628,-3.76869
2021-03-14 11:00:00,5.54056,-3.07277
2021-03-14 12:00:00,5.87326,-2.59548
2021-03-14 13:00:00,6.0924,-1.87493
2021-03-14 14:00:00,6.27868,-1.32066
2021-03-14 15:00:00,6.14918,-0.95217
2021-03-14 16:00:00,5.51168,-0.39071
2021-03-14 17:00:00,5.06144,0.62648
2021-03-14 18:00:00,4.57832,0.86769
2021-03-14 19:00:00,4.48569,0.71475
2021-03-14 20:00:00,4.33328,0.7907
2021-03-14 21:00:00,4.08027,0.71988
2021-03-14 22:00:00,3.20868,0.94877
2021-03-14 23:00:00,3.1529,1.70628
2021-03-15 00:00:00,3.23739,1.84803
2021-03-15 01:00:00,4.18331,1.83282
2021-03-15 02:00:00,4.7674,1.54744
2021-03-15 03:00:00,5.33431,1.49018
2021-03-15 04:00:00,5.82498,1.21017
2021-03-15 05:00:00,6.10736,0.49448
2021-03-15 06:00:00,5.74124,-0.09686
2021-03-15 07:00:00,5.1958,-0.23105
2021-03-15 08:00:00,4.4614,0.07759
2021-03-15 09:00:00,3.19337,0.8568
2021-03-15 10:00:00,2.7757,1.93838
2021-03-15 11:00:00,2.79396,2.04484
2021-03-15 12:00:00,2.57385,2.0359
2021-03-15 13:00:00,2.16155,2.2846
2021-03-15 14:00:00,1.42393,2.84284
2021-03-15 15:00:00,1.45077,3.45296
2021-03-15 16:00:00,0.56283,4.03714
2021-03-15 17:00:00,0.82051,4.43435
2021-03-15 18:00:00,1.32837,4.75015
2021-03-15 19:00:00,-0.04166,5.58035
2021-03-15 20:00:00,-0.87914,5.86931
2021-03-15 21:00:00,-1.47826,6.23342
2021-03-15 22:00:00,-2.31681,5.37727
2021-03-15 23:00:00,-1.6479,5.96325
2021-03-16 00:00:00,-2.74123,6.41169
2021-03-16 01:00:00,-2.10823,6.79005
2021-03-16 02:00:00,-0.42701,7.94589
2021-03-16 03:00:00,2.08667,8.69412
2021-03-16 04:00:00,2.29835,9.62634
2021-03-16 05:00:00,1.98287,9.74994
2021-03-16 06:00:00,3.93886,8.36765
2021-03-16 07:00:00,6.87692,3.32253
2021-03-16 08:00:00,8.57645,-0.84886
2021-03-16 09:00:00,8.3953,-1.84713
2021-03-16 10:00:00,8.3953,-1.39895
2021-03-16 11:00:00,8.88786,-0.61204
2021-03-16 12:00:00,9.586,-0.66959
2021-03-16 13:00:00,9.56157,-0.71677
2021-03-16 14:00:00,8.63141,-0.26576
2021-03-16 15:00:00,8.21823,0.38812
2021-03-16 16:00:00,8.44008,0.59004
2021-03-16 17:00:00,8.75251,0.39472
2021-03-16 18:00:00,9.02118,-0.27802
2021-03-16 19:00:00,9.2064,-1.03569
2021-03-16 20:00:00,9.41095,-1.82732
2021-03-16 21:00:00,9.62874,-2.16511
2021-03-16 22:00:00,10.1213,-1.58671
2021-03-16 23:00:00,10.8174,-1.22628
2021-03-17 00:00:00,11.64858,-1.994
2021-03-17 01:00:00,11.59882,-2.54838
2021-03-17 02:00:00,11.11813,-2.51246
2021-03-17 03:00:00,10.46239,-2.51634
2021-03-17 04:00:00,10.04568,-2.65809
2021-03-17 05:00:00,9.49212,-2.52508
2021-03-17 06:00:00,8.73244,-2.02313
2021-03-17 07:00:00,8.27307,-1.67944
2021-03-17 08:00:00,7.70175,-1.35516
2021-03-17 09:00:00,7.09844,-1.1872
2021-03-17 10:00:00,6.71193,-0.51729
2021-03-17 11:00:00,6.70304,0.03999
2021-03-17 12:00:00,6.18859,0.16426
2021-03-17 13:00:00,5.93447,-0.01049
2021-03-17 14:00:00,5.8234,-0.14253
2021-03-17 15:00:00,5.73366,-0.29496
2021-03-17 16:00:00,5.76832,-0.46293
2021-03-17 17:00:00,5.80919,-0.47652
2021-03-17 18:00:00,5.65014,-0.54836
2021-03-17 19:00:00,5.48043,-0.37555
2021-03-17 20:00:00,5.52219,-0.3872
2021-03-17 21:00:00,5.63059,-0.55613
2021-03-17 22:00:00,5.00951,-0.00661
2021-03-17 23:00:00,5.55773,0.56135
2021-03-18 00:00:00,6.60777,0.25738
2021-03-18 01:00:00,7.31061,-0.13064
2021-03-18 02:00:00,7.1112,-0.27156
2021-03-18 03:00:00,7.33603,-0.5644
2021-03-18 04:00:00,7.3546,-1.05582
2021-03-18 05:00:00,6.91276,-1.43743
2021-03-18 06:00:00,6.50317,-1.47312
2021-03-18 07:00:00,6.02712,-1.53352
2021-03-18 08:00:00,5.37022,-1.42736
2021-03-18 09:00:00,5.3712,-1.51064
2021-03-18 10:00:00,4.53345,-1.3386
2021-03-18 11:00:00,4.82476,-1.26447
2021-03-18 12:00:00,4.82573,-1.47861
2021-03-18 13:00:00,4.26366,-1.29376
2021-03-18 14:00:00,4.50706,-1.40174
2021-03-18 15:00:00,4.74069,-1.76138
2021-03-18 16:00:00,4.53541,-2.26928
2021-03-18 17:00:00,4.16199,-2.37726
2021-03-18 18:00:00,3.47674,-2.40106
2021-03-18 19:00:00,3.09258,-2.50721
2021-03-18 20:00:00,2.93617,-2.67834
2021-03-18 21:00:00,2.77683,-2.91535
2021-03-18 22:00:00,2.1825,-2.81927
2021-03-18 23:00:00,1.82472,-2.33242
2021-03-19 00:00:00,2.59159,-2.76061
2021-03-19 01:00:00,3.13328,-2.54228
2021-03-19 02:00:00,3.85667,-2.45823
2021-03-19 03:00:00,4.38018,-2.55094
2021-03-19 04:00:00,4.1604,-2.44177
2021-03-19 05:00:00,4.24866,-2.6939
